Rec,Inf,Name,Position,Club,On Loan From,Based,Asking Price,Wage,Expires,Nat,2nd Nat,Home-Grown Status,Height,Weight,Preferred Foot,Age,Personality,Media Handling,Transfer Value,Apps,Mins,Gls,Ast,Clean sheets,xG - Goals,npxG,npxG - npG,npxG per 90,npxG per Shot (min. 10 shots),Offsides per npxG (min. 1 npxG),Assist per Key Pass (min. 5 KP),Net Fouls,Yellow Cards per Tackle,Tackles Won per 90,Defensive Actions per 90,Apps,Starts,Mins,Mins/Gm,Av Rat,Gls,Gls/90,Shots,ShT,Shot %,Shot/90,ShT/90,Pens,Pens S,Pen/R,Off,xG,CCC,Ch C/90,Ast,Asts/90,K Pas,K Ps/90,Pas A,Ps A/90,Ps C,Ps C/90,Pas %,Cr A,Cr C,Cr C/A,Drb,Drb/90,FA,Distance,Hdrs A,Aer A/90,Hdrs,Hdrs W/90,Hdr %,K Tck,Tck W,Tck,Tck R,Fls,Yel,Red,Itc,Int/90,Clear,Conc,Con/90,Clean sheets,xSv %,Svh,Svt,Svp,Sv %,Pens Faced,Pens Saved,Pens Saved Ratio,PoM,Substitute Appearances,Minutes per Game,Tackles Attempted,Distance per 90
- - -,,Florian Wirtz,"M (C), AM (RC)",Bayer 04,,Germany (Bundesliga),-,"£65,000 p/w",30/6/2027,GER,,-,"5'10""",72 kg,Right,20,Fairly Ambitious,Scouting Required,£110M - £166M,15 (1),"1,356",2,1,-,0.5,2.5,0.5,0.166,0.093,1.2,0.059,15,0.133,0.996,5.22,15 (1),15,"1,356",237.41,7.18,2,0.13,27,11,41%,1.79,0.73,0,0,-,3,2.5,12,2.08,1,0.07,17,1.13,"1,076",71.42,960,63.72,89%,21,4,19%,16,1.06,11,184.4km,47,3.12,27,1.79,57%,1,15,1,100%,26,2,0,24,1.59,9,-,-,-,-,-,-,-,-,15,0,-,0,1,84.75,15,12.239
- - -,,André Onana,GK,Leeds,,England (Premier Division),-,"£56,000 p/w",30/6/2027,CMR,NED,-,"6'4""",93 kg,Right Only,27,Spirited,Scouting Required,£42M,14,"1,260",0,0,2,,,,,,,,-2,,0,,14,14,"1,260",270,7,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,2,0.14,498,35.57,445,31.79,89%,-,-,-,0,-,2,89.2km,-,-,-,-,-,0,0,0,0%,0,0,0,0,-,-,20,1.43,2,-4697%,15,14,22,-4%,1,0,-,1,,90,,6.371
- - -,,Yves Bissouma,"DM, M (C)",Brighton,,England (Premier Division),-,"£115,000 p/w",30/6/2028,MLI,CIV,-,"6'0""",78 kg,Right,27,Balanced,Scouting Required,£64M,10 (2),957,0,0,-,1.82,1.82,1.82,0.171,0.121,0,0,-3,0.12,1.693,7.77,10 (2),10,957,123.3,7.16,0,-,15,5,33%,1.41,0.47,0,0,-,0,1.82,2,0.2,0,-,13,1.22,787,74.01,688,64.7,87%,8,2,25%,6,0.56,11,131.0km,60,5.64,47,4.42,78%,0,18,1.69,72%,8,3,0,10,0.94,17,-,-,-,-,-,-,-,-,25,0,-,0,2,79.75,25,12.32
- - -,,José Giménez,D (C),A. Madrid,,Spain (First Division),-,"£82,000 p/w",30/6/2027,URU,ESP,-,"6'1""",76 kg,Right,28,Perfectionist,Scouting Required,£100M,13,972,0,1,-,0.44,0.44,0.44,0.041,,,,10,0.083,1.019,16.74,13,13,972,154.23,6.91,0,-,3,2,67%,0.28,0.19,0,0,-,0,0.44,1,0.11,1,0.09,2,0.19,816,75.56,785,72.69,96%,0,0,0%,0,-,0,114.2km,108,10,76,7.04,70%,1,11,1.02,92%,10,1,0,36,3.33,64,-,-,-,-,-,-,-,-,12,0,-,0,,74.77,12,10.574
- - -,Set,Rúben Neves,"DM, M (C)",Wolves,,England (Premier Division),-,"£82,000 p/w",30/6/2027,POR,,-,"5'11""",80 kg,Right,26,Professional,Scouting Required,£87M - £107M,13,"1,060",2,2,-,-1.51,0.49,-1.51,0.042,,,0.074,9,0.087,1.274,6.71,13,13,"1,060",156.87,7.41,2,0.17,8,4,50%,0.68,0.34,0,0,-,0,0.49,4,0.73,2,0.17,27,2.29,899,76.33,801,68.01,89%,8,1,12%,3,0.25,13,146.1km,34,2.89,25,2.12,74%,1,15,1.27,65%,22,2,0,16,1.36,19,-,-,-,-,-,-,-,-,23,0,-,1,,81.54,23,12.405
- - -,Inj,Christian Pulisic,"WB (R), M (RL), AM (RLC)",Chelsea,,England (Premier Division),-,"£150,000 p/w",30/6/2026,USA,CRO,-,"5'8""",74 kg,Right,25,Ambitious,Scouting Required,£41M - £67M,1 (3),164,0,0,-,,,,,,,0,-3,0,4,12.62,1 (3),1,164,61.33,6.7,0,-,0,-,-,-,-,0,0,-,1,0,1,0.58,0,-,7,3.84,74,40.61,69,37.87,93%,30,1,3%,6,3.29,4,22.5km,10,5.49,5,2.74,50%,0,8,4.39,89%,1,0,0,5,2.74,6,-,-,-,-,-,-,-,-,9,0,-,0,3,41,9,12.348
- - -,,Thomas Lemar,"WB (L), M/AM (RLC)",Roma,,Italy (Serie A),-,"£100,000 p/w",30/6/2027,FRA,GLP,-,"5'7""",58 kg,Left,27,Model Citizen,Scouting Required,£41M - £49M,10,892,4,2,-,0.62,3.1,1.1,0.313,0.135,1.61,0.043,-12,0,2.1,7.63,10,10,892,179.11,7.31,4,0.4,23,11,48%,2.32,1.11,2,2,100%,5,4.62,7,0.79,2,0.2,46,4.64,497,50.15,428,43.18,86%,106,40,37%,24,2.42,19,148.7km,59,5.95,32,3.23,54%,0,21,2.12,91%,7,0,0,20,2.02,9,-,-,-,-,-,-,-,-,23,2,91%,1,,89.2,23,15.003
- - -,,Dayot Upamecano,"D (C), DM",FC Bayern,,Germany (Bundesliga),-,"£200,000 p/w",30/6/2028,FRA,GNB,-,"6'1""",90 kg,Right,25,Fairly Determined,Scouting Required,£107M - £159M,16,"1,258",0,0,-,0.18,0.18,0.18,0.013,,,,11,0.4,1.002,21.93,16,16,"1,258",242.6,7.2,0,-,4,2,50%,0.29,0.14,0,0,-,1,0.18,0,-,0,-,3,0.21,"1,300",93,"1,281",91.65,99%,1,1,100%,2,0.14,2,139.3km,192,13.74,152,10.87,79%,1,14,1,93%,13,6,0,62,4.44,100,-,-,-,-,-,-,-,-,15,0,-,1,,78.63,15,9.966
- - -,Inj,Jan Thielmann,"M/AM (RLC), ST (C)",1. FC Köln,,Germany (Bundesliga),-,"£17,500 p/w",30/6/2027,GER,,-,"5'10""",72 kg,Right,21,Professional,Reserved,£44M - £66M,15,"1,205",5,1,-,1.54,6.54,1.54,0.488,0.113,0.92,0.083,-38,0,0.598,5.59,15,15,"1,205",249.2,6.91,5,0.37,58,26,45%,4.33,1.94,0,0,-,6,6.54,2,0.23,1,0.07,12,0.9,498,37.2,424,31.67,85%,10,6,60%,12,0.9,47,158.2km,134,10.01,51,3.81,38%,0,8,0.6,67%,9,0,0,8,0.6,18,-,-,-,-,-,-,-,-,12,0,-,0,,80.33,12,11.816
- - -,Set,Édouard Mendy,GK,Chelsea,,England (Premier Division),-,"£150,000 p/w",30/6/2026,SEN,GNB,-,"6'4""",89 kg,Right,31,Balanced,Scouting Required,Not for Sale,15,"1,350",0,0,4,,,,,,,,-4,0.25,0.133,,15,15,"1,350",270,6.95,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,1,0.07,585,39,540,36,92%,-,-,-,0,-,5,94.9km,-,-,-,-,-,0,2,0.13,50%,1,1,0,2,0.13,-,23,1.53,4,-1302%,18,5,25,-4%,4,0,-,1,,90,4,6.327
- - -,Inj,Kurt Zouma,D (RC),West Ham,,England (Premier Division),-,"£120,000 p/w",30/6/2027,FRA,CTA,-,"6'3""",96 kg,Right Only,29,Resolute,Scouting Required,£66M - £82M,15,"1,251",0,0,-,0.62,0.62,0.62,0.045,0.062,,,10,0.313,0.935,24.19,15,15,"1,251",255.67,7.14,0,-,10,2,20%,0.72,0.14,0,0,-,0,0.62,1,0.11,0,-,2,0.14,918,66.04,888,63.88,97%,0,0,0%,1,0.07,3,140.0km,199,14.32,174,12.52,87%,2,13,0.94,81%,13,5,0,50,3.6,116,-,-,-,-,-,-,-,-,16,0,-,1,,83.4,16,10.072
- - -,,Serge Gnabry,"M/AM (RL), ST (C)",FC Bayern,,Germany (Bundesliga),-,"£185,000 p/w",30/6/2026,GER,CIV,-,"5'9""",77 kg,Either,28,Ambitious,Scouting Required,£70M - £88M,15,"1,198",4,6,-,-0.79,3.21,-0.79,0.241,0.119,1.87,0.105,-7,0.136,1.277,5.39,15,15,"1,198",251.2,7.23,4,0.3,27,10,37%,2.03,0.75,0,0,-,6,3.21,9,2.24,6,0.45,57,4.28,718,53.94,648,48.68,90%,101,30,29%,13,0.98,21,183.3km,66,4.96,31,2.33,47%,0,17,1.28,77%,14,3,0,16,1.2,14,-,-,-,-,-,-,-,-,22,0,-,0,,79.87,22,13.77
- - -,,Federico Valverde,"DM, M (C)",R. Madrid,,Spain (First Division),-,"£225,000 p/w",30/6/2027,URU,ESP,-,"5'11""",74 kg,Right,25,Fairly Determined,Scouting Required,£115M - £173M,12 (1),"1,034",1,4,-,1.66,2.66,1.66,0.232,0.19,1.13,0.333,7,0.048,1.393,8.04,12 (1),12,"1,034",156.14,7.28,1,0.09,14,5,36%,1.22,0.44,0,0,-,3,2.66,2,0.61,4,0.35,12,1.04,791,68.85,730,63.54,92%,12,1,8%,5,0.44,8,151.3km,75,6.53,53,4.61,71%,0,16,1.39,76%,15,1,0,12,1.04,22,-,-,-,-,-,-,-,-,21,0,-,0,1,79.54,21,13.169
- - -,,Unai Vencedor,"DM, M (C)",A. Bilbao,,Spain (First Division),-,"£45,000 p/w",30/6/2028,ESP,BAS,-,"5'9""",71 kg,Right,22,Fairly Determined,Media-friendly,£83M,11 (1),947,0,0,-,0.88,0.88,0.88,0.084,0.088,,0,-4,0.038,2.186,8.42,11 (1),11,947,78.92,7,0,-,10,1,10%,0.95,0.1,0,0,-,1,0.88,4,0.38,0,-,17,1.62,742,70.52,668,63.48,90%,8,0,0%,0,-,11,126.0km,37,3.52,22,2.09,59%,2,23,2.19,88%,7,1,0,10,0.95,20,-,-,-,-,-,-,-,-,26,0,-,1,1,78.92,26,11.975
- - -,,Yunus Musah,M/AM (RC),Valencia,,Spain (First Division),-,"£35,500 p/w",30/6/2027,USA,ENG,-,"5'11""",79 kg,Right,20,Spirited,Scouting Required,£58M,9,764,0,1,-,0.46,0.46,0.46,0.054,,,0.091,6,0.091,1.667,7.35,9,9,764,173.43,6.88,0,-,7,0,0%,0.82,0,0,0,-,0,0.46,2,0.31,1,0.12,11,1.3,614,72.33,547,64.44,89%,11,1,9%,12,1.41,6,115.0km,41,4.83,28,3.3,68%,0,15,1.77,68%,12,2,0,11,1.3,14,-,-,-,-,-,-,-,-,22,0,-,0,,84.89,22,13.547
- - -,,Alexis Saelemaekers,D/WB/M/AM (R),Zebre,,Italy (Serie A),-,"£85,000 p/w",30/6/2027,BEL,,-,"5'11""",72 kg,Right,24,Resolute,Media-friendly,£47M - £58M,12,"1,000",0,4,-,0.7,0.7,0.7,0.063,,,0.125,11,0.091,1.71,16.72,12,12,"1,000",167.12,7.67,0,-,6,4,67%,0.54,0.36,0,0,-,14,0.7,11,2.02,4,0.36,32,2.88,720,64.8,661,59.49,92%,131,30,22%,34,3.06,16,153.4km,107,9.63,81,7.29,76%,1,19,1.71,86%,27,2,0,53,4.77,40,-,-,-,-,-,-,-,-,22,0,-,4,,83.33,22,13.806
- - -,,Ibrahima Konaté,"D (C), DM",Liverpool,,England (Premier Division),-,"£70,000 p/w",30/6/2026,FRA,,-,"6'4""",95 kg,Right,24,Ambitious,Scouting Required,£52M - £81M,4 (3),422,0,0,-,0.08,0.08,0.08,0.016,,,,3,0.2,1,25.21,4 (3),4,422,177.83,7,0,-,3,0,0%,0.64,0,0,0,-,0,0.08,0,-,0,-,0,-,368,78.48,356,75.92,97%,0,0,0%,0,-,1,49.8km,68,14.5,64,13.65,94%,1,5,1.07,100%,4,1,0,15,3.2,38,-,-,-,-,-,-,-,-,5,0,-,0,3,60.29,5,10.621
- - -,Wnt,Alexander Isak,ST (C),Real San Sebastián,,Spain (First Division),-,"£115,000 p/w",30/6/2027,SWE,ERI,-,"6'3""",74 kg,Right,24,Fairly Ambitious,Media-friendly,£52M - £76M,11 (1),918,5,1,-,-1.36,3.64,-1.36,0.357,0.11,1.37,0.059,-36,0,0.98,6.92,11 (1),11,918,76.5,7.16,5,0.49,33,16,48%,3.24,1.57,0,0,-,5,3.64,1,0.1,1,0.1,17,1.67,384,37.65,338,33.14,88%,6,2,33%,10,0.98,44,130.6km,127,12.45,52,5.1,41%,0,10,0.98,77%,8,0,0,4,0.39,15,-,-,-,-,-,-,-,-,13,0,-,0,1,76.5,13,12.804
- - -,,Unai Simón,GK,A. Bilbao,,Spain (First Division),-,"£85,000 p/w",30/6/2027,ESP,BAS,-,"6'3""",88 kg,Right,26,Fairly Determined,Scouting Required,£116M,7,432,0,0,4,,,,,,,,-2,,,,7,7,432,61.71,6.82,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,0,-,169,35.21,117,24.38,69%,-,-,-,0,-,2,32.4km,-,-,-,-,-,0,-,-,-,0,0,0,1,0.21,-,7,1.46,4,-1951%,5,2,10,-4%,0,0,-,0,,61.71,,6.75
- - -,,Marcos Llorente,"WB (R), DM, M (RC), AM (C), ST (C)",A. Madrid,,Spain (First Division),-,"£145,000 p/w",30/6/2027,ESP,,-,"6'0""",73 kg,Right,28,Professional,Scouting Required,£113M,14,"1,219",1,1,-,0.34,1.34,0.34,0.099,0.074,0.75,0.111,17,0.138,1.993,6.29,14,14,"1,219",176.27,7.16,1,0.07,18,5,28%,1.33,0.37,0,0,-,1,1.34,6,1.52,1,0.07,9,0.66,"1,196",88.3,"1,104",81.51,92%,7,3,42%,1,0.07,7,173.9km,50,3.69,29,2.14,58%,0,27,1.99,93%,24,4,0,16,1.18,19,-,-,-,-,-,-,-,-,29,0,-,0,,87.07,29,12.839
- - -,Ask,Pau Torres,"D (C), DM",Villarreal,,Spain (First Division),-,"£64,000 p/w",30/6/2026,ESP,,-,"6'3""",80 kg,Left,26,Fairly Ambitious,Scouting Required,£95M,10,763,0,0,-,1.2,1.2,1.2,0.142,,0,,3,0.286,0.333,23.56,10,10,763,138.12,7.01,0,-,7,1,14%,0.83,0.12,0,0,-,0,1.2,1,0.79,0,-,0,-,624,73.6,586,69.12,94%,0,0,0%,1,0.12,5,92.0km,120,14.15,101,11.91,84%,1,3,0.35,43%,8,2,0,30,3.54,77,-,-,-,-,-,-,-,-,7,0,-,1,,76.3,7,10.852
- - -,,Raphaël Varane,D (C),Man UFC,,England (Premier Division),-,"£275,000 p/w",30/6/2025,FRA,MTQ,-,"6'3""",81 kg,Right,30,Light-Hearted,Unflappable,£67M - £82M,10,900,0,0,-,1.1,1.1,1.1,0.11,,0,,0,0.333,0.6,21.44,10,10,900,90,7.11,0,-,7,3,43%,0.7,0.3,0,0,-,0,1.1,0,-,0,-,0,-,696,69.6,656,65.6,94%,0,0,0%,1,0.1,4,108.7km,144,14.4,128,12.8,89%,1,6,0.6,100%,4,2,0,24,2.4,73,-,-,-,-,-,-,-,-,6,0,-,0,,90,6,10.87
- - -,,Ousmane Dembélé,M/AM (RL),Barcelona,,Spain (First Division),-,"£325,000 p/w",30/6/2026,FRA,MTN,-,"5'10""",67 kg,Either,26,Balanced,Scouting Required,£103M - £152M,7 (6),574,0,1,-,1.71,1.71,1.71,0.268,0.143,2.92,0.071,-5,0,1.571,6.4,7 (6),7,574,72.33,6.92,0,-,12,5,42%,1.88,0.78,0,0,-,5,1.71,1,0.18,1,0.16,14,2.2,279,43.75,246,38.57,88%,24,8,33%,17,2.67,12,80.0km,43,6.74,16,2.51,37%,0,11,1.72,79%,7,0,0,11,1.72,6,-,-,-,-,-,-,-,-,14,0,-,0,6,44.15,14,12.544
- - -,,Octavian Popescu,"M (LC), AM (RL)",Verona,,Italy (Serie A),-,"£22,500 p/w",30/6/2027,ROU,,-,"5'11""",66 kg,Right,20,Balanced,Level-headed,£32M - £38M,6 (2),614,0,0,-,0.23,0.23,0.23,0.034,,,0,-1,0,2,7.33,6 (2),6,614,76.75,6.78,0,-,3,3,100%,0.44,0.44,0,0,-,1,0.23,0,-,0,-,18,2.64,318,46.61,271,39.72,85%,48,12,25%,5,0.73,5,91.9km,23,3.37,15,2.2,65%,0,14,2.05,93%,4,0,0,10,1.47,14,-,-,-,-,-,-,-,-,15,0,-,0,2,76.75,15,13.471
- - -,,Marquinhos,"D (RC), DM",Paris SG,,France (Ligue 1 Uber Eats),-,"£300,000 p/w",30/6/2027,BRA,POR,-,"6'0""",75 kg,Right,29,Model Citizen,Scouting Required,£87M - £107M,12 (1),"1,120",1,0,-,-0.24,0.76,-0.24,0.061,,,,5,0.105,1.286,21.01,12 (1),12,"1,120",175,7.38,1,0.08,5,2,40%,0.4,0.16,0,0,-,0,0.76,1,0.11,0,-,1,0.08,987,79.31,946,76.02,96%,3,0,0%,1,0.08,1,127.8km,127,10.21,113,9.08,89%,4,16,1.29,84%,6,2,0,34,2.73,85,-,-,-,-,-,-,-,-,19,0,-,2,1,86.15,19,10.27
- - -,Set,Hannibal,M/AM (C),Man UFC,,England (Premier Division),-,"£28,000 p/w",30/6/2027,TUN,FRA,-,"6'0""",71 kg,Right,20,,Scouting Required,£40M - £50M,2,167,0,0,-,0.52,0.52,0.52,0.26,,,,1,0,1,10.24,2,2,167,83.5,6.6,0,-,4,1,25%,2.16,0.54,0,0,-,1,0.52,0,-,0,-,3,1.62,125,67.37,114,61.44,91%,1,0,0%,0,-,1,23.6km,6,3.23,5,2.69,83%,1,2,1.08,40%,2,0,0,1,0.54,3,-,-,-,-,-,-,-,-,5,0,-,0,,83.5,5,12.719
- - -,,Eric García,D (RC),Barcelona,,Spain (First Division),-,"£57,000 p/w",30/6/2028,ESP,,-,"6'0""",78 kg,Right,22,Resolute,Scouting Required,£91M - £115M,13,"1,153",0,1,-,0.44,0.44,0.44,0.034,,,0.077,2,0.103,1.639,18.01,13,13,"1,153",178.11,7.22,0,-,4,2,50%,0.31,0.16,0,0,-,1,0.44,2,0.36,1,0.08,13,1.01,953,74.39,905,70.64,95%,27,10,37%,6,0.47,11,149.3km,141,11.01,96,7.49,68%,2,21,1.64,72%,13,3,0,36,2.81,79,-,-,-,-,-,-,-,-,29,0,-,1,,88.69,29,11.654
- - -,nEU,Cristian Romero,D (C),Atalanta,,Italy (Serie A),-,"£27,500 p/w",30/6/2025,ARG,,-,"6'1""",79 kg,Right,25,Fairly Determined,Scouting Required,£69M,14,"1,260",0,0,-,0.71,0.71,0.71,0.051,0.065,,,12,0.286,0.571,19.71,14,14,"1,260",180,7.22,0,-,11,4,36%,0.79,0.29,0,0,-,0,0.71,1,0.2,0,-,1,0.07,"1,061",75.79,"1,047",74.79,99%,1,1,100%,1,0.07,3,140.0km,180,12.86,150,10.71,83%,1,8,0.57,57%,15,4,0,28,2,111,-,-,-,-,-,-,-,-,14,0,-,1,,90,14,10
- - -,Wnt,Diogo Jota,"AM (RL), ST (C)",Liverpool,,England (Premier Division),-,"£120,000 p/w",30/6/2025,POR,,-,"5'10""",73 kg,Right,26,Spirited,Scouting Required,£31M - £38M,3 (8),418,3,1,-,1.12,4.12,1.12,0.824,0.158,0.73,0.2,2,0,1.2,6.46,3 (8),3,418,151.52,6.93,3,0.65,26,10,38%,5.6,2.15,0,0,-,3,4.12,2,2.17,1,0.22,5,1.08,180,38.76,156,33.59,87%,8,1,12%,8,1.72,7,61.0km,44,9.47,25,5.38,57%,0,6,1.29,67%,9,0,1,3,0.65,1,-,-,-,-,-,-,-,-,9,0,-,0,8,38,9,13.134
- - -,Set,Fábio Silva,ST (C),Wolves,,England (Premier Division),-,"£37,000 p/w",30/6/2027,POR,,-,"6'1""",74 kg,Right,21,Resolute,Scouting Required,£71M - £105M,0 (3),55,0,0,-,0.67,0.67,0.67,0.67,,,,-1,,0,,0 (3),-,55,36,6.63,0,-,6,2,33%,-,-,0,0,-,0,0.67,0,-,0,-,0,-,23,-,19,-,83%,1,1,100%,1,1.64,2,6.1km,7,-,4,-,57%,0,0,0,0%,1,0,0,0,-,0,-,-,-,-,-,-,-,-,1,0,-,0,3,,,9.982
- - -,Wnt,Guido Rodríguez,"DM, M (C)",Man City,,England (Premier Division),£61M,"£71,000 p/w",30/6/2025,ARG,ITA,-,"6'1""",80 kg,Right,29,Resolute,"Media-friendly, Reserved",£61M,2 (1),172,1,0,-,-0.94,0.06,-0.94,0.03,,,,2,0,0.5,5.54,2 (1),2,172,57.33,6.95,1,0.52,2,1,50%,1.05,0.52,0,0,-,0,0.06,2,1.05,0,-,0,-,148,77.44,130,68.02,88%,1,1,100%,0,-,0,21.7km,9,4.71,7,3.66,78%,0,1,0.52,25%,2,0,0,4,2.09,0,-,-,-,-,-,-,-,-,4,0,-,0,1,57.33,4,11.355
- - -,,Geoffrey Kondogbia,"DM, M (C)",A. Madrid,,Spain (First Division),-,"£75,000 p/w",30/6/2026,CTA,FRA,-,"6'2""",80 kg,Left Only,30,Fairly Professional,Scouting Required,£15.5M - £24M,6 (4),591,0,1,-,0.78,0.78,0.78,0.119,0.065,,0.111,10,0.444,1.143,7.04,6 (4),6,591,116.05,7.01,0,-,12,4,33%,1.83,0.61,0,0,-,0,0.78,0,-,1,0.15,9,1.37,644,98.07,592,90.15,92%,5,1,20%,2,0.3,6,85.0km,37,5.63,29,4.42,78%,0,8,1.22,89%,16,4,0,5,0.76,10,-,-,-,-,-,-,-,-,9,0,-,0,4,59.1,9,12.944
- - -,,Altay Bayındır,GK,AS Monaco,,France (Ligue 1 Uber Eats),-,"£86,000 p/w",30/6/2027,TUR,,-,"6'6""",79 kg,Right,25,Light-Hearted,Scouting Required,£28M - £34M,16,"1,440",0,0,6,,,,,,,,-4,,,,16,16,"1,440",270,7.04,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,2,0.12,615,38.44,382,23.88,62%,-,-,-,0,-,4,91.4km,-,-,-,-,-,0,-,-,-,0,0,0,3,0.19,-,14,0.88,6,-1008%,17,6,20,-5%,0,0,-,1,,90,,5.713
- - -,,Dominik Szoboszlai,M/AM (LC),RB Leipzig,,Germany (Bundesliga),-,"£32,500 p/w",30/6/2026,HUN,,-,"6'1""",74 kg,Right,23,Fairly Determined,Scouting Required,£52M - £63M,14 (2),"1,005",1,1,-,-0.23,0.77,-0.23,0.069,0.051,,0.083,6,0,1.254,7,14 (2),14,"1,005",198.7,6.87,1,0.09,15,3,20%,1.34,0.27,0,0,-,0,0.77,6,2.5,1,0.09,12,1.07,785,70.3,689,61.7,88%,11,4,36%,6,0.54,5,147.6km,46,4.12,39,3.49,85%,0,14,1.25,82%,11,0,0,19,1.7,14,-,-,-,-,-,-,-,-,17,0,-,0,2,62.81,17,13.218
- - -,,Luka Jović,"AM (C), ST (C)",R. Madrid,,Spain (First Division),-,"£150,000 p/w",30/6/2025,SRB,,-,"5'11""",79 kg,Either,25,Spirited,"Unflappable, Media-friendly",£33M - £40M,2 (4),182,2,0,-,-0.23,1.77,-0.23,0.59,0.161,0,,-5,0,0.667,3.56,2 (4),2,182,50.8,6.99,2,0.99,11,3,27%,5.44,1.48,0,0,-,0,1.77,0,-,0,-,2,0.99,70,34.62,59,29.18,84%,1,0,0%,0,-,5,26.7km,20,9.89,4,1.98,20%,0,2,0.99,100%,0,0,0,0,-,2,-,-,-,-,-,-,-,-,2,0,-,0,4,30.33,2,13.203
- - -,,Remo Freuler,"DM, M (C)",Atalanta,,Italy (Serie A),-,"£66,000 p/w",30/6/2025,SUI,,-,"5'11""",80 kg,Right,31,Resolute,Scouting Required,Not for Sale,9 (1),718,2,0,-,-0.83,1.17,-0.83,0.147,,0.85,0,0,0,1.5,5.67,9 (1),9,718,135.14,7.06,2,0.25,9,5,56%,1.13,0.63,0,0,-,1,1.17,1,0.53,0,-,6,0.75,827,103.66,748,93.76,90%,15,4,26%,2,0.25,6,99.9km,30,3.76,24,3.01,80%,0,12,1.5,75%,6,0,0,3,0.38,11,-,-,-,-,-,-,-,-,16,0,-,1,1,71.8,16,12.522
- - -,,Dani Olmo,"M (C), AM (RLC)",Newcastle,,England (Premier Division),-,"£130,000 p/w",30/6/2027,ESP,,-,"5'10""",72 kg,Right,25,Fairly Professional,Scouting Required,£74M - £113M,14 (3),"1,325",7,3,-,-3.34,3.66,-3.34,0.249,0.102,1.09,0.103,-1,0.095,1.223,5.63,14 (3),14,"1,325",188,7.22,7,0.48,36,15,42%,2.45,1.02,0,0,-,4,3.66,5,1.03,3,0.2,29,1.97,804,54.61,685,46.53,85%,18,7,38%,18,1.22,9,200.9km,68,4.62,36,2.45,53%,0,18,1.22,86%,8,2,0,23,1.56,13,-,-,-,-,-,-,-,-,21,0,-,1,3,77.94,21,13.646
- - -,,Oihan Sancet,M/AM (C),A. Bilbao,,Spain (First Division),-,"£28,000 p/w",30/6/2028,ESP,BAS,-,"6'2""",73 kg,Right,23,Resolute,Level-headed,£38M,9 (1),726,2,2,-,-0.91,1.09,-0.91,0.135,0.099,0,0.154,4,0,1.333,8.48,9 (1),9,726,72.6,7.16,2,0.25,11,7,64%,1.36,0.87,0,0,-,0,1.09,7,0.87,2,0.25,13,1.61,551,68.31,493,61.12,89%,4,1,25%,3,0.37,4,100.5km,35,4.34,28,3.47,80%,1,12,1.49,71%,8,0,0,13,1.61,12,-,-,-,-,-,-,-,-,17,0,-,0,1,72.6,17,12.459
- - -,,Sergio Gómez,"D/WB/M (L), AM (RL)",Zebre,,Italy (Serie A),-,"£68,000 p/w",30/6/2027,ESP,,-,"5'7""",68 kg,Left Only,23,Fairly Ambitious,Media-friendly,£45M - £68M,11,913,1,2,-,-0.56,0.44,-0.56,0.043,,,0.038,-2,0.143,1.577,9.68,11,11,913,165.46,7.09,1,0.1,5,2,40%,0.49,0.2,0,0,-,3,0.44,12,2.45,2,0.2,53,5.22,678,66.83,609,60.03,90%,137,38,27%,10,0.99,11,135.8km,55,5.42,29,2.86,53%,3,16,1.58,76%,9,3,0,17,1.68,15,-,-,-,-,-,-,-,-,21,0,-,1,,83,21,13.387
- - -,,Riqui Puig,M/AM (C),Crystal Palace,,England (Premier Division),-,"£51,000 p/w",30/6/2026,ESP,,-,"5'7""",56 kg,Right,24,Spirited,"Evasive, Unflappable",£13M - £16M,0 (3),62,0,0,-,,,,,,,,0,,,,0 (3),-,62,20.67,6.6,0,-,0,-,-,-,-,0,0,-,0,0,0,-,0,-,0,-,48,-,40,-,83%,0,0,0%,1,1.45,0,10.5km,3,-,3,-,100%,0,-,-,-,0,0,0,1,-,2,-,-,-,-,-,-,-,-,0,0,-,0,3,,,15.242
- - -,Wnt,Adam Marušić,"D/WB (RL), M (R)",Liverpool,,England (Premier Division),£34M,"£62,000 p/w",30/6/2026,MNE,SRB,-,"6'1""",85 kg,Right,31,Perfectionist,Level-headed,£34M,4,360,0,1,-,0.4,0.4,0.4,0.1,,,,-1,0.077,3.25,24.1,4,4,360,180,7.7,0,-,4,1,25%,1,0.25,0,0,-,0,0.4,1,0.33,1,0.25,4,1,221,55.25,206,51.5,93%,33,5,15%,4,1,6,56.7km,38,9.5,33,8.25,87%,3,13,3.25,100%,5,1,0,13,3.25,17,-,-,-,-,-,-,-,-,13,0,-,0,,90,13,14.175
